"Code
AGB","Code
CIQUAL",Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),mPt/kg de produit,kg CO2 eq/kg de produit
4021,4021,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre dauphine, surgelée, cuite","Dauphine potato, frozen, cooked",2,0,Congelé,LDPE,Four,2.73,0.42268071999999995,3.0736584
4028,4028,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","Ware potato, boiled/cooked in water, peeled",2,0,Ambiant (moyen),Carton,Cuisson à l'eau,2.7,0.076018137,0.65101034
4042,4042,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre duchesse, surgelée, crue","Duchesse potato, frozen, raw",2,0,Congelé,LDPE,Pas de préparation,2.35,0.21463527999999998,1.7297584
4034,4034,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre duchesse, surgelée, cuite","Duchesse potato, frozen, cooked",2,0,Congelé,LDPE,Four,2.73,0.33719391,2.5489155
4013,4013,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre noisette, surgelée, crue","Mashed potato balls pre-fried, frozen, raw",2,0,Congelé,LDPE,Pas de préparation,2.52,0.37519073,3.4615619
4035,4035,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre noisette, surgelée, cuite","Mashed potato balls pre-fried, frozen, cooked",2,0,Congelé,LDPE,Four,2.82,0.56579428,5.0146739
4023,4023,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre nouvelle, crue","New potato, raw",2,0,Ambiant (moyen),Carton,Pas de préparation,2.39,0.043976138,0.36847084
4029,4029,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre primeur, sans peau, bouillie/cuite à l'eau","Early potato, boiled/cooked in water, peeled",2,0,Ambiant (moyen),Carton,Cuisson à l'eau,2.7,0.076018137,0.65101034
4043,4043,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre rissolée, surgelée, crue","Potato, pre-fried into cubes, frozen, raw",2,0,Congelé,LDPE,Pas de préparation,2.39,0.12431816000000001,0.96700035
4027,4027,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre rissolée, surgelée, cuite","Potato, pre-fried into cubes, frozen, cooked",2,0,Congelé,LDPE,Four,2.77,0.20964121,1.4611348
4036,4036,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,Pomme de terre sautée/poêlée à la graisse de canard,"Potato, sautéed/pan-fried, with goose fat",2,0,Ambiant (moyen),PP,Micro-onde ,2.85,0.07786301100000001,0.67461321
4014,4014,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre vapeur, sous vide","Potato, steamed, vacuum-packed",2,0,Ambiant (moyen),PP,Cuisson à l'eau,2.85,0.089527197,0.8244149
4003,4003,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, bouillie/cuite à l'eau","Potato, boiled/cooked in water",2,0,Ambiant (moyen),PP,Cuisson à l'eau,2.63,0.089527197,0.8244149
4016,4016,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, flocons déshydratés, au lait ou à la crème","Potato flakes, dehydrated, with milk or cream",2,0,Ambiant (long),Carton,Micro-onde ,2.98,0.15599062,1.3133688
4022,4022,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, flocons déshydratés, nature","Potato flakes, dehydrated, plain",2,0,Ambiant (moyen),Carton,Micro-onde ,3.07,0.12256195,0.70302659
4019,4019,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","Potato puree, made from flakes, reconstituted with semi-skimmed milk and water, unsalted",2,0,Ambiant (long),PP,Micro-onde ,2.8,0.16103611,1.3900289
4017,4017,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","Potato puree, made from flakes, reconstituted with whole milk, with added fat",2,0,Ambiant (long),PP,Micro-onde ,2.98,0.16103611,1.3900289
4018,4018,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, purée, avec lait et beurre, non salée","Potato puree, with milk and butter, unsalted",2,0,Ambiant (long),PP,Micro-onde ,2.8,0.16103611,1.3900289
4026,4026,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, rôtie/cuite au four","Potato, roasted/baked",2,0,Ambiant (moyen),PP,Four,2.63,0.11383501,0.82427706
4008,4008,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, sans peau, crue","Potato, peeled, raw",2,0,Ambiant (moyen),PP,Pas de préparation,2.26,0.054185432,0.49463578
4002,4002,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, sans peau, cuite au four","Potato, peeled, baked",2,0,Ambiant (moyen),PP,Four,2.71,0.11023165,0.81446076
4015,4015,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Pomme de terre, sautée/poêlée","Potato, sautéed/pan-fried",2,0,Ambiant (moyen),PP,Poêle,2.63,0.091629125,0.80999393
13620,13620,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme Golden, pulpe et peau, crue","Apple, var. Golden, pulp and skin, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.26,0.07708079300000001,0.46323397
13039,13039,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe et peau, crue","Apple, pulp and peel, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.07,0.065523315,0.39747512
13176,13176,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe, bouillie/cuite à l'eau","Apples, raw, without skin, cooked, boiled/cooked in water",2,0,Ambiant (moyen),PS,Cuisson à l'eau,2.14,0.10479298,0.84913742
13050,13050,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe, crue","Apple, pulp, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.03,0.065523315,0.39747512
13175,13175,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, pulpe, rôtie/cuite au four","Apple, pulp, roasted/baked",2,0,Ambiant (moyen),PS,Four,2.14,0.11855036000000001,0.80489728
13111,13111,"fruits, légumes, légumineuses et oléagineux",fruits,"Pomme, sèche","Apple, dried",2,0,Ambiant (moyen),LDPE,Pas de préparation,2.53,0.47441999,1.6877915
20132,20132,"fruits, légumes, légumineuses et oléagineux",légumes,"Potimarron, pulpe, cru","Red kuri squash, pulp, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.55,0.085008789,0.59595105
20043,20043,"fruits, légumes, légumineuses et oléagineux",légumes,"Potiron, appertisé, égoutté","Pumpkin, canned, drained",2,0,Ambiant (long),Acier,Micro-onde ,3.05,0.13462392,1.131265
20044,20044,"fruits, légumes, légumineuses et oléagineux",légumes,"Potiron, cru","Pumpkin, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.49,0.087264039,0.62034431
20096,20096,"fruits, légumes, légumineuses et oléagineux",légumes,"Potiron, cuit","Pumpkin, cooked",2,0,Ambiant (moyen),PP,Cuisson à l'eau,2.95,0.13904081000000001,1.125233
20267,20267,"fruits, légumes, légumineuses et oléagineux",légumes,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)","Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions)",2,0,Congelé,PP,Pas de préparation,2.42,0.25020942,1.5648459
13041,13041,"fruits, légumes, légumineuses et oléagineux",fruits,"Prune Reine-Claude, crue","Greengage plum, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.68,0.52081968,0.98461626
13100,13100,"fruits, légumes, légumineuses et oléagineux",fruits,"Prune, crue","Plum, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.57,0.51829538,0.97576028
13042,13042,"fruits, légumes, légumineuses et oléagineux",fruits,"Pruneau, sec",Prune,2,0,Ambiant (moyen),LDPE,Pas de préparation,2.64,2.0135303,2.8999018
13153,13153,"fruits, légumes, légumineuses et oléagineux",fruits,"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""","Fruits puree, without sugar added",2,0,Glacé,PS,Pas de préparation,1.98,0.12923032,0.80149261
20089,20089,"fruits, légumes, légumineuses et oléagineux",légumes,"Radis noir, cru","Radish, black, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.68,0.056964691000000005,0.60318991
20045,20045,"fruits, légumes, légumineuses et oléagineux",légumes,"Radis rouge, cru","Radish, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.43,0.056964691000000005,0.60318991
13044,13044,"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin blanc, à gros grain (type Italia ou Dattier), cru","Grape, white, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.46,0.082039155,0.4578377
13045,13045,"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin noir, cru","Grape, red, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.46,0.082039155,0.4578377
13112,13112,"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin, cru","Grape, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.46,0.082039155,0.4578377
13046,13046,"fruits, légumes, légumineuses et oléagineux",fruits,"Raisin, sec",Raisin,2,0,Ambiant (moyen),LDPE,Pas de préparation,2.75,0.26211325,1.0415461
13047,13047,"fruits, légumes, légumineuses et oléagineux",fruits,"Rhubarbe, tige, crue","Rhubarb, stalk, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,3.12,0.080451121,0.71856551
13048,13048,"fruits, légumes, légumineuses et oléagineux",fruits,"Rhubarbe, tige, cuite, sucrée","Rhubarb, stalk, cooked, with sugar",2,0,Ambiant (moyen),Verre,Cuisson à l'eau,3.61,0.19670225,1.7697628
20217,20217,"fruits, légumes, légumineuses et oléagineux",légumes,"Roquette, crue","Roman rocket, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.12411723999999999,0.94842789
4039,4039,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,Rostis ou Galette de pomme de terre,Rostis or Potatoes cake,2,0,Glacé,LDPE,Four,2.81,0.19217446000000002,1.1845135
20201,20201,"fruits, légumes, légumineuses et oléagineux",légumes,"Rutabaga, cru","Rutabaga or Swede, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.06540634000000001,0.4587518
20165,20165,"fruits, légumes, légumineuses et oléagineux",légumes,"Rutabaga, cuit","Rutabaga or Swede, cooked",2,0,Ambiant (moyen),PP,Cuisson à l'eau,3,0.11709272000000001,0.94623714
13134,13134,"fruits, légumes, légumineuses et oléagineux",fruits,"Salade de fruits, crue","Fruit salad, raw",2,0,Ambiant (moyen),PP,Pas de préparation,2.43,0.20900606,1.1030011
20012,20012,"fruits, légumes, légumineuses et oléagineux",légumes,"Salade ou chicorée frisée, crue","Curly endive, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.74,0.089800178,0.63095052
25604,25604,"fruits, légumes, légumineuses et oléagineux",légumes,"Salade verte, crue, sans assaisonnement","Green salad, raw, without seasoning",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.12411723999999999,0.94842789
20283,20283,"fruits, légumes, légumineuses et oléagineux",légumes,"Salicorne (Salicornia sp.), fraîche","Glasswort (Salicornia sp.), fresh",2,0,Glacé,Pas d'emballage,Pas de préparation,2.21,0.15993752,1.176093
20197,20197,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis noir, cru","Salsify, black, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.06540634000000001,0.4587518
20081,20081,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, appertisé, égoutté","Salsify, canned, drained",2,0,Ambiant (long),Acier,Micro-onde ,3.1,0.12132139,1.0637106
20046,20046,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, cuit","Salsify, cooked",2,0,Ambiant (moyen),PP,Cuisson à l'eau,3,0.11350821999999999,0.93647223
20237,20237,"fruits, légumes, légumineuses et oléagineux",légumes,"Salsifis, surgelé, cru","Salsify, frozen, raw",2,0,Congelé,LDPE,Pas de préparation,3.1,0.10203730999999999,0.70528225
20090,20090,"fruits, légumes, légumineuses et oléagineux",légumes,"Scarole, crue",Escaroles,2,0,Glacé,Pas d'emballage,Pas de préparation,2.6,0.16200291,1.1032972
15010,15010,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine",Sesame seed,2,0,Ambiant (long),LDPE,Pas de préparation,4.12,1.0225504,5.2062989
15035,15035,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, graine décortiquée","Sesame seed, husked",2,0,Ambiant (long),LDPE,Pas de préparation,4.4,1.0225504,5.2062989
15038,15038,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Sésame, grillé, graine décortiquée","Sesame seed, grilled, husked",2,0,Ambiant (long),LDPE,Pas de préparation,4.4,1.0225504,5.2062989
20901,20901,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Soja, graine entière","Soybean, whole grain",2,0,Ambiant (long),LDPE,Pas de préparation,3.42,0.16128787,1.468759
13126,13126,"fruits, légumes, légumineuses et oléagineux",fruits,"Sureau, baie, crue","Elderberry, berries, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.68,0.17443215,0.87451241
15203,15203,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Tahin ou Purée de sésame,Tahini (sesame paste),2,0,Ambiant (long),LDPE,Pas de préparation,4.12,0.55322608,3.0157476
13080,13080,"fruits, légumes, légumineuses et oléagineux",fruits,"Tamarin, fruit immature, pulpe, cru","Tamarind, mature fruit, pulp, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.92,0.12447489,0.53166983
4000,4000,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Tapioca ou Perles du Japon, cru","Tapioca, raw",2,0,Ambiant (moyen),Carton,Pas de préparation,2.97,0.10455661999999999,0.80350438
53200,53200,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cru","Taro, tuber, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.087603517,0.63193348
53201,53201,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Taro, tubercule, cuit","Taro, tuber, cooked",2,0,Ambiant (moyen),PP,Cuisson à l'eau,3,0.16676780000000002,1.3575354
20158,20158,"fruits, légumes, légumineuses et oléagineux",légumes,"Tétragone cornue, cuite","New Zealand spinach, cooked",2,0,Ambiant (moyen),PP,Cuisson à l'eau,2.98,0.088158663,0.80518345
20172,20172,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate cerise, crue","Tomato, cherry, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.6,0.067573554,0.58287238
20047_2,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate de saison, crue","Tomato, in season, raw",1,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.26,0.067573554,0.58287238
20047_3,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate hors saison, crue","Tomato, off season, raw",0,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.26,0.1887158,1.9609115
20119,20119,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate verte, crue","Tomato, green, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.45,0.092358339,0.7054591
20068,20068,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, concentré, appertisé","Tomato paste, concentrated, canned",2,0,Ambiant (long),Acier,Pas de préparation,2.78,0.38095069000000004,2.831286
20260,20260,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","Tomato coulis, canned (tomato puree semi-reduced 11%)",2,0,Ambiant (long),Acier,Micro-onde ,3.11,0.10335777,0.67503614
20047_1,20047,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, crue","Tomato, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.32,0.092358339,0.7054591
20268,20268,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, double concentré, appertisé","Tomato paste, double concentrate, canned",2,0,Ambiant (long),Acier,Pas de préparation,2.95,0.5927105800000001,4.1405405
20048,20048,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pelée, appertisée, égouttée","Tomato, peeled, canned, drained",2,0,Ambiant (long),Acier,Micro-onde ,3.11,0.17111863,1.2688463
20242,20242,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, bouillie/cuite à l'eau","Tomato, pulp and peel, boiled/cooked in water",2,0,Ambiant (moyen),PP,Cuisson à l'eau,2.72,0.14884060000000002,1.2351434
20289,20289,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe et peau, rôtie/cuite au four","Tomato, roasted/baked, with skin",2,0,Ambiant (moyen),PP,Four,2.72,0.16841924,1.2150537
20169,20169,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, pulpe, appertisée","Tomato pulp, canned",2,0,Ambiant (long),Acier,Micro-onde ,3.03,0.13147132,0.92140419
20170,20170,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, purée, appertisée","Tomato puree, canned",2,0,Ambiant (long),Acier,Micro-onde ,3.11,0.10335777,0.67503614
20189,20189,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée","Tomato, dried",2,0,Ambiant (moyen),Verre,Pas de préparation,2.54,1.7942259,7.5001067
20256,20256,"fruits, légumes, légumineuses et oléagineux",légumes,"Tomate, séchée, à l'huile","Tomato, dried, in oil",2,0,Ambiant (moyen),Verre,Pas de préparation,2.8,1.7942259,7.5001067
20196,20196,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cru","Jerusalem artichoke, raw",2,0,Ambiant (moyen),Pas d'emballage,Pas de préparation,2.57,0.063545117,0.50625275
20050,20050,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Topinambour, cuit","Jerusalem artichoke, cooked",2,0,Ambiant (moyen),Acier,Cuisson à l'eau,2.99,0.12907826,1.1371886
15011,15011,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine",Sunflower seed,2,0,Ambiant (long),LDPE,Pas de préparation,2.71,0.41832828,3.2508472
15045,15045,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Tournesol, graine, grillé, salé","Sunflower seed, grilled, salted",2,0,Ambiant (long),LDPE,Pas de préparation,3.19,0.41832828,3.2508472
31035,31035,glaces et sorbets,glaces,Barre glacée chocolatée,"Ice cream, chocolate coated",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39533,39533,glaces et sorbets,desserts glacés,Bûche glacée,Ice cream log,2,0,Congelé,PP,Pas de préparation,3.08,0.22353537,1.7497294
39530,39530,glaces et sorbets,desserts glacés,Citron givré ou Orange givrée (sorbet),Frosted lemon or orange (sorbet),2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39534,39534,glaces et sorbets,desserts glacés,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,"Goblet of ice cream, peach Melba or Belle Helene pear type",2,0,Congelé,PP,Pas de préparation,3.48,0.2476233,2.0851603
39532,39532,glaces et sorbets,desserts glacés,Coupe glacée type café ou chocolat liégeois,"Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream",2,0,Congelé,PP,Pas de préparation,3.11,0.2476233,2.0851603
39516,39516,glaces et sorbets,desserts glacés,"Dessert glacé feuilleté, à partager","Frozen dessert, puff pastry, to share",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39502,39502,glaces et sorbets,desserts glacés,Dessert glacé type mystère ou vacherin,"Frozen dessert, ice cream with meringue, vacherin ice cream or mystery ice cream type",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39512,39512,glaces et sorbets,desserts glacés,"Dessert glacé, type sundae","Frozen dessert, Sundae ice cream type",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39526,39526,glaces et sorbets,sorbets,Glace à l'eau,Ice lolly,2,0,Congelé,PP,Pas de préparation,1.92,0.16715064,0.90130037
39517,39517,glaces et sorbets,glaces,Glace au yaourt,Frozen yogurt,2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39503,39503,glaces et sorbets,glaces,"Glace ou crème glacée, bâtonnet, enrobé de chocolat","Ice cream on stick, with chocolate coating",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39509,39509,glaces et sorbets,glaces,"Glace ou crème glacée, cône (taille standard)","Ice cream, cone (normal size)",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39515,39515,glaces et sorbets,glaces,"Glace ou crème glacée, en bac","Ice cream, in box",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39520,39520,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en bac","Ice cream, luxury, in box",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39521,39521,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en pot","Ice cream, luxury, in cup",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39522,39522,glaces et sorbets,glaces,"Glace ou crème glacée, mini cône","Ice cream, cone, mini",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39531,39531,glaces et sorbets,glaces,"Glace ou crème glacée, petit pot enfant","Ice cream, in cup for children",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39523,39523,glaces et sorbets,glaces,"Glace ou crème glacée, pot individuel","Ice cream, in individual cup",2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39529,39529,glaces et sorbets,desserts glacés,Nougat glacé,Iced nougat,2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39518,39518,glaces et sorbets,desserts glacés,Omelette norvégienne,baked Alaska,2,0,Congelé,PP,Pas de préparation,3.45,0.22353537,1.7497294
39401,39401,glaces et sorbets,desserts glacés,Pêche melba,Peach melba (with vanilla ice cream and raspberry sauce),2,0,Congelé,PP,Pas de préparation,3.48,0.2476233,2.0851603
39519,39519,glaces et sorbets,desserts glacés,Poire belle Hélène,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),2,0,Congelé,PP,Pas de préparation,3.83,0.22353537,1.7497294
23472,23472,glaces et sorbets,desserts glacés,Profiterole avec glace vanille et sauce chocolat,"Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce",2,0,Congelé,PP,Pas de préparation,2.5,0.31482118,3.6596653
31013,31013,glaces et sorbets,sorbets,"Sorbet, bâtonnet","Sorbet, on stick",2,0,Congelé,LDPE,Pas de préparation,3.16,0.21878233,1.0695747
39524,39524,glaces et sorbets,sorbets,"Sorbet, en bac","Sorbet, in box",2,0,Congelé,PP,Pas de préparation,3.16,0.21216114,0.98739724
12112,12112,lait et produits laitiers,fromages,Abondance,"Abondance cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.59113205,6.1875391
12761,12761,lait et produits laitiers,fromages,Asiago,"Asiago cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.5702676799999999,5.9590644
12105,12105,lait et produits laitiers,fromages,Beaufort,"Beaufort cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.5709259400000001,5.9662726
12526,12526,lait et produits laitiers,fromages,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),"Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.52892153,5.5582591
19508,19508,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","Dairy drink or fermented milk or yogurt, flavoured, with sugar",2,0,Glacé,PET,Pas de préparation,3.61,0.21971221999999999,1.6724158
19535,19535,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","Dairy drink or fermented milk or yogurt, with fruits, with sugar",2,0,Glacé,PET,Pas de préparation,3.21,0.21971221999999999,1.6724158
19538,19538,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei",2,0,Glacé,PET,Pas de préparation,3.61,0.21971221999999999,1.6724158
12021,12021,lait et produits laitiers,fromages,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.48727665,5.1073552
12022,12022,lait et produits laitiers,fromages,Brie de Melun,"Brie de Melun cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.49218536,5.1605036
12020,12020,lait et produits laitiers,fromages,"Brie, sans précision","Brie cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.50195389,5.2662709
12006,12006,lait et produits laitiers,fromages,Camembert au lait cru,"Camembert cheese, from cow's milk, from raw milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.49904289,5.2347525
12001,12001,lait et produits laitiers,fromages,"Camembert, sans précision","Camembert cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,1.81,0.49904289,5.2347525
12722,12722,lait et produits laitiers,fromages,Cantal entre-deux,"Cantal cheese, half matured, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.57203868,5.9784577
12723,12723,lait et produits laitiers,fromages,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.57203868,5.9784577
12025,12025,lait et produits laitiers,fromages,Carré de l'Est,"Carré de l'Est cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.48224978,5.0529275
12830,12830,lait et produits laitiers,fromages,Chabichou (fromage de chèvre),"Chabichou cheese, from goat's milk",2,0,Glacé,LDPE,Pas de préparation,2.45,1.0165275999999999,6.8733835
12028,12028,lait et produits laitiers,fromages,Chaource,"Chaource cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,2.24,0.47551334,4.9758904
12726,12726,lait et produits laitiers,fromages,Cheddar,"Cheddar cheese, from cow's milk",2,0,Glacé,LDPE,Pas de préparation,1.84,0.56890518,5.9441443
19689,19689,lait et produits laitiers,produits laitiers frais et assimilés,"Cheesecake ou Gâteau au fromage frais, rayon frais","Cheesecake, refrigerated",2,0,Glacé,PP,Pas de préparation,3.07,0.34654450000000003,2.8795326
12846,12846,lait et produits laitiers,fromages,Chevrot (fromage de chèvre),"Chevrot cheese, from goat's milk",2,0,Glacé,LDPE,Pas de préparation,2.45,0.92560644,6.2818805
